data/DFEW/clip_jpg_256/00001 data/DFEW/audio_16k/1.wav 1
data/DFEW/clip_jpg_256/00002 data/DFEW/audio_16k/2.wav 2
data/DFEW/clip_jpg_256/00004 data/DFEW/audio_16k/4.wav 1
data/DFEW/clip_jpg_256/00006 data/DFEW/audio_16k/6.wav 3
data/DFEW/clip_jpg_256/00007 data/DFEW/audio_16k/7.wav 3
data/DFEW/clip_jpg_256/00008 data/DFEW/audio_16k/8.wav 1
data/DFEW/clip_jpg_256/00010 data/DFEW/audio_16k/10.wav 6
data/DFEW/clip_jpg_256/00011 data/DFEW/audio_16k/11.wav 4
data/DFEW/clip_jpg_256/00012 data/DFEW/audio_16k/12.wav 4
data/DFEW/clip_jpg_256/00013 data/DFEW/audio_16k/13.wav 2
data/DFEW/clip_jpg_256/00015 data/DFEW/audio_16k/15.wav 3
data/DFEW/clip_jpg_256/00016 data/DFEW/audio_16k/16.wav 6
data/DFEW/clip_jpg_256/00018 data/DFEW/audio_16k/18.wav 0
data/DFEW/clip_jpg_256/00019 data/DFEW/audio_16k/19.wav 4
data/DFEW/clip_jpg_256/00020 data/DFEW/audio_16k/20.wav 3
data/DFEW/clip_jpg_256/00021 data/DFEW/audio_16k/21.wav 0
data/DFEW/clip_jpg_256/00022 data/DFEW/audio_16k/22.wav 1
data/DFEW/clip_jpg_256/00024 data/DFEW/audio_16k/24.wav 1
data/DFEW/clip_jpg_256/00025 data/DFEW/audio_16k/25.wav 3
data/DFEW/clip_jpg_256/00026 data/DFEW/audio_16k/26.wav 3
data/DFEW/clip_jpg_256/00027 data/DFEW/audio_16k/27.wav 2
data/DFEW/clip_jpg_256/00029 data/DFEW/audio_16k/29.wav 0
data/DFEW/clip_jpg_256/00031 data/DFEW/audio_16k/31.wav 3
data/DFEW/clip_jpg_256/00032 data/DFEW/audio_16k/32.wav 6
data/DFEW/clip_jpg_256/00033 data/DFEW/audio_16k/33.wav 0
data/DFEW/clip_jpg_256/00034 data/DFEW/audio_16k/34.wav 0
data/DFEW/clip_jpg_256/00037 data/DFEW/audio_16k/37.wav 2
data/DFEW/clip_jpg_256/00043 data/DFEW/audio_16k/43.wav 4
data/DFEW/clip_jpg_256/00045 data/DFEW/audio_16k/45.wav 4
data/DFEW/clip_jpg_256/00046 data/DFEW/audio_16k/46.wav 5
data/DFEW/clip_jpg_256/00048 data/DFEW/audio_16k/48.wav 1
data/DFEW/clip_jpg_256/00049 data/DFEW/audio_16k/49.wav 1
data/DFEW/clip_jpg_256/00053 data/DFEW/audio_16k/53.wav 3
data/DFEW/clip_jpg_256/00054 data/DFEW/audio_16k/54.wav 0
data/DFEW/clip_jpg_256/00055 data/DFEW/audio_16k/55.wav 0
data/DFEW/clip_jpg_256/00056 data/DFEW/audio_16k/56.wav 6
data/DFEW/clip_jpg_256/00057 data/DFEW/audio_16k/57.wav 1
data/DFEW/clip_jpg_256/00059 data/DFEW/audio_16k/59.wav 3
data/DFEW/clip_jpg_256/00060 data/DFEW/audio_16k/60.wav 0
data/DFEW/clip_jpg_256/00061 data/DFEW/audio_16k/61.wav 4
data/DFEW/clip_jpg_256/00063 data/DFEW/audio_16k/63.wav 2
data/DFEW/clip_jpg_256/00064 data/DFEW/audio_16k/64.wav 3
data/DFEW/clip_jpg_256/00065 data/DFEW/audio_16k/65.wav 6
data/DFEW/clip_jpg_256/00070 data/DFEW/audio_16k/70.wav 2
data/DFEW/clip_jpg_256/00071 data/DFEW/audio_16k/71.wav 0
data/DFEW/clip_jpg_256/00072 data/DFEW/audio_16k/72.wav 2
data/DFEW/clip_jpg_256/00073 data/DFEW/audio_16k/73.wav 0
data/DFEW/clip_jpg_256/00074 data/DFEW/audio_16k/74.wav 2
